url_path,views_total,views_unique
/CSAFE-ISU/shoeprintr/tree/master/data,17,2
/CSAFE-ISU/shoeprintr,13,6
/CSAFE-ISU/shoeprintr/blob/master/data/input_example.rda,5,1
/CSAFE-ISU/shoeprintr/blob/master/data/reference_example.rda,4,2
/CSAFE-ISU/shoeprintr/blame/master/data/input_example.rda,3,1
/CSAFE-ISU/shoeprintr/blob/master/shoeprintr.Rproj,3,1
/CSAFE-ISU/shoeprintr/blob/master/README.md,2,1
/CSAFE-ISU/shoeprintr/blob/master/R/functions.R,2,1
/CSAFE-ISU/shoeprintr/tree/master,2,1
/CSAFE-ISU/shoeprintr/tree/master/R,2,1
