url_path,views_total,views_unique
/CSAFE-ISU/shoeprintr,13,8
/CSAFE-ISU/shoeprintr/blob/master/inst/bin/win64/pmc.exe,7,2
/CSAFE-ISU/shoeprintr/tree/master/man,5,2
/CSAFE-ISU/shoeprintr/blob/master/BinaryFiles,4,1
/CSAFE-ISU/shoeprintr/branches,3,1
/CSAFE-ISU/shoeprintr/tree/master/inst/bin,3,1
/CSAFE-ISU/shoeprintr/tree/master/inst/bin/win64,3,1
/CSAFE-ISU/shoeprintr/tree/master/R,3,1
/CSAFE-ISU/shoeprintr/activity,2,1
/CSAFE-ISU/shoeprintr/blob/269e99f3383ab33869f4d6394d1d17b867e67620/README.md,2,1
