url_path,views_total,views_unique
/CSAFE-ISU/shoeprintr/tree/master/R,9,2
/CSAFE-ISU/shoeprintr,8,6
/CSAFE-ISU/shoeprintr/tree/master/data,8,2
/CSAFE-ISU/shoeprintr/blob/master/data/input_example.rda,7,2
/CSAFE-ISU/shoeprintr/blob/master/R/functions.R,6,2
/CSAFE-ISU/shoeprintr/blob/master/DESCRIPTION,4,1
/CSAFE-ISU/shoeprintr/tree/master/inst/bin,3,1
/CSAFE-ISU/shoeprintr/blame/master/data/input_example.rda,2,1
/CSAFE-ISU/shoeprintr/blob/master/BinaryFiles,2,1
/CSAFE-ISU/shoeprintr/blob/master/README.md,2,1
