url_path,views_total,views_unique
/CSAFE-ISU/shoeprintr,15,6
/CSAFE-ISU/shoeprintr/blob/269e99f3383ab33869f4d6394d1d17b867e67620/README.md,10,1
/CSAFE-ISU/shoeprintr/blob/master/inst/bin/win64/pmc.exe,7,2
/CSAFE-ISU/shoeprintr/tree/master/man,5,2
/CSAFE-ISU/shoeprintr/tree/master/R,5,2
/CSAFE-ISU/shoeprintr/branches,5,1
/CSAFE-ISU/shoeprintr/tree/master/inst/bin,5,1
/CSAFE-ISU/shoeprintr/tree/master/inst/bin/win64,5,1
/CSAFE-ISU/shoeprintr/blob/master/BinaryFiles,4,1
/CSAFE-ISU/shoeprintr/activity,2,1
