referrer,views_total,views_unique
github.com,45,4
csafe-isu.github.io,9,4
Google,7,7
forensicstats.org,5,3
DuckDuckGo,3,1
cran.r-project.org,1,1
rdrr.io,1,1
forensicsoftware.nist.gov,1,1
igraph.discourse.group,1,1
search.brave.com,1,1
