referrer,views_total,views_unique
Google,83,9
github.com,45,4
csafe-isu.github.io,10,5
forensicstats.org,6,4
DuckDuckGo,3,1
cran.r-project.org,2,2
forensicsoftware.nist.gov,1,1
yandex.ru,1,1
