referrer,views_total,views_unique
github.com,126,2
cran.r-project.org,64,53
Google,17,14
forensicstats.org,2,2
csafe-isu.github.io,2,1
in.search.yahoo.com,2,1
ftp.yz.yamagata-u.ac.jp,1,1
