referrer,views_total,views_unique
github.com,106,4
csafe-isu.github.io,54,4
Google,12,9
cran.r-project.org,2,2
Bing,2,1
youtube.com,1,1
forensicsoftware.nist.gov,1,1
forensicstats.org,1,1
