url_path,views_total,views_unique
/CSAFE-ISU/handwriter,23,19
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/template_graphs/w0124_s01_pLND_r01_proclist.rds,5,3
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r02.png,4,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0030_s01_pWOZ_r01.png,4,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/questioned_docs/w0030_s03_pWOZ_r01.png,4,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/template_docs/w0016_s01_pLND_r01.png,4,2
/CSAFE-ISU/handwriter/tree/master/examples/example_template/data/questioned_docs,4,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r01.png,3,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r03.png,3,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0030_s01_pWOZ_r02.png,3,2
