url_path,views_total,views_unique
/CSAFE-ISU/handwriter,50,23
/CSAFE-ISU/handwriter/tree/master/R,9,3
/CSAFE-ISU/handwriter/issues/116,7,5
/CSAFE-ISU/handwriter/issues,4,3
/CSAFE-ISU/handwriter/branches,4,1
/CSAFE-ISU/handwriter/tree/master/docs,4,1
/CSAFE-ISU/handwriter/tree/master/examples/example_template/data,4,1
/CSAFE-ISU/handwriter/tree/master/docs/man,3,1
/CSAFE-ISU/handwriter/tree/master/docs/man/example_analysis_files/figure-html,3,1
/CSAFE-ISU/handwriter/tree/master/examples/example_template/data/model_docs,3,1
