url_path,views_total,views_unique
/CSAFE-ISU/handwriter,14,8
/CSAFE-ISU/handwriter/tree/master/inst/python,7,2
/CSAFE-ISU/handwriter/blob/e40831f68b2ea9e79bcf71a3234d04583497a661/R/JunctionDetection.R,4,1
/CSAFE-ISU/handwriter/blob/master/inst/python/word_separation.R,3,1
/CSAFE-ISU/handwriter/branches,3,1
/CSAFE-ISU/handwriter/issues,3,1
/CSAFE-ISU/handwriter/blob/e40831f68b2ea9e79bcf71a3234d04583497a661/R/ExtractFeatures.R,2,1
/CSAFE-ISU/handwriter/compare/42-vignettes,2,1
/CSAFE-ISU/handwriter/tree/master/inst,2,1
/CSAFE-ISU/handwriter/commits/master,1,1
