referrer,views_total,views_unique
csafe-isu.github.io,24,6
youtube.com,15,2
github.com,10,3
Google,9,6
DuckDuckGo,8,1
forensicstats.org,6,3
com.google.android.gm,1,1
safeforensics.org,1,1
nist.gov,1,1
