time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-06 00:00:00+00:00,,,4,4
2024-02-07 00:00:00+00:00,,,59,1
2024-02-08 00:00:00+00:00,6.0,5.0,72,5
2024-02-09 00:00:00+00:00,,,87,12
2024-02-10 00:00:00+00:00,1.0,1.0,5,3
2024-02-11 00:00:00+00:00,,,99,7
2024-02-12 00:00:00+00:00,2.0,1.0,9,6
2024-02-13 00:00:00+00:00,,,26,7
2024-02-14 00:00:00+00:00,,,20,6
2024-02-15 00:00:00+00:00,,,11,4
2024-02-16 00:00:00+00:00,,,10,3
2024-02-17 00:00:00+00:00,1.0,1.0,4,1
2024-02-18 00:00:00+00:00,,,52,1
2024-02-19 00:00:00+00:00,2.0,1.0,18,3
