referrer,views_total,views_unique
github.com,36,3
Google,16,12
cran.r-project.org,16,4
nist.gov,7,3
linkedin.com,2,1
rbasics.org,1,1
groups.google.com,1,1
forensicstats.org,1,1
cloud.r-project.org,1,1
