time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,,,6,5
2024-07-07 00:00:00+00:00,,,65,3
2024-07-08 00:00:00+00:00,,,8,2
2024-07-09 00:00:00+00:00,,,10,7
2024-07-10 00:00:00+00:00,,,77,5
2024-07-11 00:00:00+00:00,,,4,3
2024-07-12 00:00:00+00:00,,,25,2
2024-07-13 00:00:00+00:00,,,3,2
2024-07-14 00:00:00+00:00,2.0,1.0,8,3
2024-07-15 00:00:00+00:00,8.0,3.0,42,2
2024-07-16 00:00:00+00:00,,,4,2
2024-07-17 00:00:00+00:00,3.0,1.0,43,6
2024-07-18 00:00:00+00:00,1.0,1.0,17,7
2024-07-19 00:00:00+00:00,5.0,2.0,7,2
