url_path,views_total,views_unique
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata,49,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyA-glass,23,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/Description_for_glass_database.pdf,18,4
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AA_pane.csv,10,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master,9,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_function.R,8,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyB-glass,8,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_code.R,6,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AE_pane.csv,6,2
/CSAFE-ISU/AOAS-2018-glass-manuscript,5,4
