url_path,views_total,views_unique
/CSAFE-ISU/AOAS-2018-glass-manuscript,14,7
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata,7,4
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_code.R,4,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/pulse,4,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/graphs/traffic,4,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyA-glass,3,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_function.R,2,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AA_pane.csv,1,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/Description_for_glass_database.pdf,1,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/commit/3f62cd908963cf2ef8d6bbf417ede0193b2f3a89,1,1
