url_path,views_total,views_unique
/CSAFE-ISU/AOAS-2018-glass-manuscript,15,13
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata,8,7
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_code.R,5,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyA-glass,5,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/Description_for_glass_database.pdf,3,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AA_pane.csv,2,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AE_pane.csv,1,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AW_pane.csv,1,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AX_pane.csv,1,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyB-glass/BA_pane.csv,1,1
