url_path,views_total,views_unique
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata,26,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyA-glass,15,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AA_pane.csv,14,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/Description_for_glass_database.pdf,12,2
/CSAFE-ISU/AOAS-2018-glass-manuscript,10,7
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_code.R,8,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AC_pane.csv,4,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyB-glass/BA_pane.csv,4,1
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master,3,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_function.R,2,1
