url_path,views_total,views_unique
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata,55,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AA_pane.csv,30,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master/glassdata/CompanyA-glass,27,5
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/AB_pane.csv,19,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/Description_for_glass_database.pdf,14,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/tree/master,12,4
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_code.R,8,4
/CSAFE-ISU/AOAS-2018-glass-manuscript,8,3
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/glassdata/CompanyA-glass/DAAA_pane.csv,8,2
/CSAFE-ISU/AOAS-2018-glass-manuscript/blob/master/Glass_all_function.R,4,2
